City,Industry,Average_Salary
Chicago,"Hospitality & Events",104000.0000
Chicago,Insurance,96712.3200
Chicago,"Laboratory research",48000.0000
Chicago,Law,89803.3333
Chicago,"Legal Services",98500.0000
Chicago,"Leisure, Sport & Tourism",63680.8000
Chicago,Library,54950.0000
Chicago,Manufacturing,84000.0000
Chicago,"Marketing, Advertising & PR",85670.1111
Chicago,"Media & Digital",74689.1818
Chicago,Museum,57150.0000
Chicago,Nonprofits,67752.8750
Chicago,Pharmaceutical,119000.0000
Chicago,Politics,64000.0000
Chicago,"Professional Services",103300.0000
Chicago,"Property or Construction",95463.6364
Chicago,Publishing,97000.0000
Chicago,"Real Estate",57566.6667
Chicago,Recruitment,79930.0000
Chicago,"Renewable Energy",75000.0000
Chicago,"Research and Development",50000.0000
Chicago,Retail,80333.3333
Chicago,Sales,90111.1111
Chicago,Security,50000.0000
Chicago,"Social Work",50400.0000
Chicago,"Staffing agency",34000.0000
Chicago,"Transport or Logistics",69774.1667
Chicago,Unknown,70120.0000
Chicago,"Utilities & Telecommunications",81500.0000
"Chicago ","Accounting, Banking & Finance",72957.1429
"Chicago ",Architecture,108000.0000
"Chicago ","Art & Design",97500.0000
"Chicago ","Business or Consulting",103000.0000
"Chicago ",Computing/Tech,140500.0000
"Chicago ","Education (Higher Education)",63642.8571
"Chicago ","Education (Other)",93600.0000
"Chicago ","Education (Primary/Secondary)",78000.0000
"Chicago ","Government and Public Administration",106000.0000
"Chicago ","Health care",66600.0000
"Chicago ",Insurance,83818.0000
"Chicago ",Labour,70000.0000
"Chicago ",Law,57200.0000
"Chicago ","Marketing ",55000.0000
"Chicago ","Marketing, Advertising & PR",81750.0000
"Chicago ","Media & Digital",97560.0000
"Chicago ",Mining,59000.0000
"Chicago ",Nonprofits,84200.0000
"Chicago ",Philanthropy,66500.0000
"Chicago ",Purchasing,86200.0000
"Chicago ","Real Estate",47008.0000
"Chicago ",Recruitment,77250.0000
"Chicago ",Retail,73322.0000
"Chicago ",Sales,73000.0000
"Chicago ","Shared office space",48000.0000
"Chicago ","Transport or Logistics",83366.6667
"Chicago ",Unknown,67000.0000
"Chicago ","Utilities & Telecommunications",101000.0000
"Chicago ",Veterinary,37400.0000
"Chicago metro","Government and Public Administration",33560.0000
"Chicago Suburbs","Accounting, Banking & Finance",74560.0000
"Chicago Suburbs","Business or Consulting",87500.0000
"Chicago Suburbs",Computing/Tech,55000.0000
"Chicago Suburbs","Education (Higher Education)",65666.6667
"Chicago Suburbs","Education (Other)",100000.0000
"Chicago Suburbs","Education (Primary/Secondary)",50443.0000
"Chicago Suburbs","Engineering or Manufacturing",106000.0000
"Chicago Suburbs","Government and Public Administration",84000.0000
"Chicago Suburbs","Health care",88933.3333
"Chicago Suburbs",Law,80000.0000
"Chicago Suburbs",Library,69000.0000
"Chicago Suburbs",Recruitment,78500.0000
"Chicago Suburbs ","Government and Public Administration",107000.0000
Chicagoland,Computing/Tech,104000.0000
Chicagoland,"Education (Higher Education)",69700.0000
Chicagoland,"Government and Public Administration",73000.0000
Chicagoland,Insurance,47425.0000
Chicagoland,"Law Enforcement & Security",76500.0000
Chichester,Theatre,20000.0000
Chickasha,"Education (Higher Education)",25500.0000
Chico,"Business or Consulting",67000.0000
Chico,"Education (Higher Education)",52000.0000
Chico,"Government and Public Administration",82830.0000
Chico,Retail,39520.0000
Chicopee,"Education (Higher Education)",15000.0000
Chicopee,"Health care",147147.0000
Chillicothe,"Public Library",56758.0000
Chilliwack,"Engineering or Manufacturing",112000.0000
Chilliwack,"Law Enforcement & Security",75000.0000
Chilliwack,"Marketing, Advertising & PR",83000.0000
"Chilliwack ","Engineering or Manufacturing",63000.0000
"China Lake","Government and Public Administration",136716.0000
Chippenham,Computing/Tech,25600.0000
Chirk,"Engineering or Manufacturing",30000.0000
Christchurch,"Education (Higher Education)",66469.0000
Christchurch,"Education (Primary/Secondary)",46550.0000
Christchurch,"Government and Public Administration",92750.0000
Christchurch,"Health care",69333.3333
Christchurch,Nonprofits,58500.0000
Christchurch,"Transport or Logistics",86000.0000
"Christchurch ","Engineering or Manufacturing",77250.0000
"Christchurch ",Nonprofits,79000.0000
"Chula Vista","Education (Primary/Secondary)",54000.0000
"Church Hill","Education (Primary/Secondary)",62000.0000
Cincinnati,"Accounting, Banking & Finance",82968.8889
Cincinnati,"Art & Design",62400.0000
Cincinnati,"Business or Consulting",70743.3333
Cincinnati,"Clinical Research ",81100.0000
Cincinnati,Computing/Tech,79852.7500
Cincinnati,Construction,60000.0000
Cincinnati,"Consumer Research",97000.0000
Cincinnati,"Education (Higher Education)",58525.0000
Cincinnati,"Education (Primary/Secondary)",52692.5000
Cincinnati,"Engineering or Manufacturing",83168.1818
Cincinnati,"Government and Public Administration",62750.0000
Cincinnati,"Government Contractor",100000.0000
Cincinnati,"Health care",71689.5000
Cincinnati,"Hospitality & Events",54750.0000
Cincinnati,Insurance,95500.0000
Cincinnati,Law,90250.0000
Cincinnati,"Law Enforcement & Security",69000.0000
Cincinnati,"Marketing, Advertising & PR",60721.4286
Cincinnati,"Media & Digital",56000.0000
Cincinnati,Nonprofits,49549.5000
Cincinnati,Pharmaceutical,83000.0000
Cincinnati,"Property or Construction",41638.0000
Cincinnati,Recruitment,72600.0000
Cincinnati,Retail,84500.0000
Cincinnati,Sales,64500.0000
Cincinnati,"Social Work",35360.0000
Cincinnati,"Transport or Logistics",68000.0000
Cincinnati,"Utilities & Telecommunications",86078.0000
"Cincinnati ","Accounting, Banking & Finance",112000.0000
"Cincinnati ","Business or Consulting",93000.0000
"Cincinnati ",Compliance,83000.0000
"Cincinnati ","Education (Higher Education)",81000.0000
"Cincinnati ","Education (Primary/Secondary)",67000.0000
"Cincinnati ","Government and Public Administration",42000.0000
"Cincinnati ","Health care",120000.0000
"Cincinnati ","Hospitality & Events",50000.0000
"Cincinnati ",Insurance,73000.0000
"Cincinnati ",Manufacturing,78500.0000
"Cincinnati ","Property or Construction",66000.0000
"Cincinnati ",Recruitment,80000.0000
"Cincinnati ","Research and Development ",65000.0000
"Citrus Heights",Computing/Tech,70000.0000
"Citrus Heights","Education (Higher Education)",79000.0000
"Citrus Heights","Government and Public Administration",52000.0000
"Citrus Heights","Hospitality & Events",150000.0000
"Ciudad de Panama","Accounting, Banking & Finance",27600.0000
Claremont,"Education (Higher Education)",78666.6667
Claremont,"Education (Primary/Secondary)",53000.0000
"Clarendon Hills ","Education (Primary/Secondary)",32000.0000
Clarksburg,Computing/Tech,116500.0000
Clarksburg,"Education (Higher Education)",47500.0000
"Clarksville ","Government and Public Administration",72000.0000
Clawson,Sales,34320.0000
Clearfield,Computing/Tech,94000.0000
Clearwater,"Health care",66000.0000
Clemson,Computing/Tech,79000.0000
Clemson,"Education (Higher Education)",40025.0000
"Clemson ","Education (Higher Education)",63000.0000
Clermont,"Beverage & Spirits",103000.0000
Cleveland,"Accounting, Banking & Finance",76301.1538
Cleveland,"Aerospace and Defense",90000.0000
Cleveland,"Art & Design",41750.0000
Cleveland,"Business or Consulting",145820.0000
Cleveland,Computing/Tech,106730.7692
Cleveland,"Education (Higher Education)",55841.9167
Cleveland,"Education (Primary/Secondary)",77520.0000
Cleveland,"Engineering or Manufacturing",85110.0000
Cleveland,Entertainment,42000.0000
Cleveland,Environmental,70000.0000
Cleveland,"Environmental Consulting",65000.0000
Cleveland,"Government and Public Administration",93173.7500
Cleveland,"Health care",80787.2000
Cleveland,"Hospitality & Events",29500.0000
Cleveland,"Human Resources",40.0000
Cleveland,Insurance,92525.0000
Cleveland,Law,95083.3333
Cleveland,"Leisure, Sport & Tourism",120000.0000
Cleveland,"Marketing, Advertising & PR",66330.0000
Cleveland,"Media & Digital",73450.0000
Cleveland,Medical,130000.0000
Cleveland,Nonprofits,60271.2000
Cleveland,"Professional Services",34500.0000
Cleveland,"Property or Construction",64666.6667
Cleveland,Recruitment,92000.0000
Cleveland,"Regulatory Affairs",75000.0000
Cleveland,"Research and Development",75000.0000
Cleveland,Retail,93500.0000
Cleveland,Sales,99000.0000
Cleveland,"Science ",59000.0000
Cleveland,Unknown,68000.0000
"Cleveland ","Agriculture or Forestry",96000.0000
"Cleveland ","Business or Consulting",60000.0000
"Cleveland ",Computing/Tech,66000.0000
"Cleveland ","Education (Higher Education)",46500.0000
"Cleveland ","Food and Beverage",55000.0000
"Cleveland ","Government and Public Administration",70000.0000
"Cleveland ","Health care",36000.0000
"Cleveland ",Insurance,101500.0000
"Cleveland ",Law,60500.0000
"Cleveland ","Library ",43000.0000
"Cleveland ","Marketing, Advertising & PR",105000.0000
"Cleveland ",Nonprofits,50000.0000
"Cleveland ","Social Work",37620.0000
"Clifton ",Computing/Tech,140000.0000
"Clifton Park","Accounting, Banking & Finance",59500.0000
Clinton,"Animal Health",73500.0000
Clinton,"Education (Primary/Secondary)",45000.0000
"Clinton Township",Computing/Tech,46170.0000
Cloquet,Law,38332.0000
"Cluj Napoca",Computing/Tech,72120.0000
"Cluj Napoca ","Business or Consulting",24000.0000
"Co Meath","Health care",79000.0000
Cobourg,"Government and Public Administration",63826.0000
Cocoa,"Art & Design",27040.0000
"Coconut creek","Marketing, Advertising & PR",88500.0000
Cody,"Accounting, Banking & Finance",55120.0000
"Coeur d’Alene","Accounting, Banking & Finance",60000.0000
"Coeur d’Alene",Computing/Tech,82000.0000
"Coeur d’Alene","Health care",51000.0000
"Cold Spring","Agriculture or Forestry",55000.0000
"College Park","Art & Design",68500.0000
"College Park","Education (Higher Education)",84115.8182
"College Park","Government and Public Administration",116035.3333
"College Park","Hospitality & Events",51800.0000
"College Station","Accounting, Banking & Finance",85000.0000
"College Station","Education (Higher Education)",68166.6667
"College Station","Education (Primary/Secondary)",31776.0000
"College Station","Marketing, Advertising & PR",40000.0000
"College Station",Recruitment,52000.0000
Collegeville,Pharmaceutical,106000.0000
"Collegeville ",Pharmaceutical,120000.0000
Collingswood,"Engineering or Manufacturing",54000.0000
Collingswood,Law,65000.0000
Collinsville,"Health care",85000.0000
"Collinsville ","Accounting, Banking & Finance",60200.0000
Cologne,"Business or Consulting",48000.0000
Cologne,Computing/Tech,74500.0000
Cologne,Insurance,70000.0000
Colombo,Nonprofits,160000.0000
Colorado,"Health care",151257.0000
"Colorado Springs","Accounting, Banking & Finance",93000.0000
"Colorado Springs","Aerospace and Defense",87000.0000
"Colorado Springs",Automotive,80000.0000
"Colorado Springs",Computing/Tech,96990.0000
"Colorado Springs","DoD Contracting",93000.0000
"Colorado Springs","Education (Higher Education)",55375.0000
"Colorado Springs","Education (Primary/Secondary)",60000.0000
"Colorado Springs","Engineering or Manufacturing",82653.5000
"Colorado Springs","Government and Public Administration",60333.8000
"Colorado springs","Leisure, Sport & Tourism",57000.0000
"Colorado Springs","Marketing, Advertising & PR",27000.0000
"Colorado Springs","Media & Digital",49000.0000
"Colorado Springs",Nonprofits,60000.0000
"Colorado Springs","Public Library",28000.0000
"Colorado Springs","Real Estate",35000.0000
"Colorado Springs",Recruitment,115500.0000
"Colorado Springs",Retail,34924.0000
"Colorado Springs","Textbook Copyeditor",56160.0000
"Colorado Springs","Utilities & Telecommunications",58000.0000
"Colorado Springs ","Business or Consulting",91000.0000
"Colorado Springs ","Education (Higher Education)",55000.0000
"Colorado Springs ","Engineering or Manufacturing",98000.0000
"Colorado Springs ","Health care",70000.0000
Columbia,"Accounting, Banking & Finance",68891.3333
Columbia,"Art & Design",27000.0000
Columbia,"Business or Consulting",68048.0000
Columbia,Computing/Tech,101607.5000
Columbia,"Education (Higher Education)",70657.0000
Columbia,"Education (Primary/Secondary)",65578.0000
Columbia,"Engineering or Manufacturing",80219.0000
Columbia,"Food and Beverage",90000.0000
Columbia,Fundraising,44000.0000
Columbia,"Government and Public Administration",58069.0000
Columbia,"Health care",33000.0000
Columbia,"Hospitality & Events",93000.0000
Columbia,Insurance,70000.0000
Columbia,Law,103900.0000
Columbia,Library,37716.5000
Columbia,"Marketing, Advertising & PR",56666.6667
Columbia,"Media & Digital",83000.0000
Columbia,Nonprofits,72340.0000
Columbia,"Political Campaigns",69000.0000
Columbia,Politics,90000.0000
Columbia,"Property or Construction",45750.0000
Columbia,"Public Library",29000.0000
Columbia,Publishing,33000.0000
Columbia,Recruitment,93866.6667
Columbia,Retail,36920.0000
Columbia,Sales,33280.0000
Columbia,"Transport or Logistics",62400.0000
Columbia,"Utilities & Telecommunications",45000.0000
"Columbia ","Accounting, Banking & Finance",75173.0000
"Columbia ","Art & Design",53800.0000
"Columbia ","Education (Higher Education)",69175.0000
"Columbia ","Government and Public Administration",125000.0000
"Columbia ","Hospitality & Events",58000.0000
"Columbia ",Insurance,94000.0000
"Columbia ",Pharmaceutical,68500.0000
"Columbia ",Recruitment,71000.0000
"Columbia ",Service,51000.0000
"Columbia ",Veterinary,35000.0000
"Columbia Falls","Marketing, Advertising & PR",52500.0000
Columbus,"Accounting, Banking & Finance",74350.0000
Columbus,"Art & Design",65333.3333
Columbus,Automotive,31200.0000
Columbus,"Beverage ",52600.0000
Columbus,"Business or Consulting",109500.0000
Columbus,Communications,85000.0000
Columbus,Computing/Tech,86437.1429
Columbus,Construction,60000.0000
Columbus,"Education (Higher Education)",51643.1111
Columbus,"Education (Primary/Secondary)",46379.4000
Columbus,"Engineering or Manufacturing",85316.6667
Columbus,"Food Manufacturing",68000.0000
Columbus,"Government and Public Administration",70107.1429
Columbus,"Health care",64389.0909
Columbus,"Hospitality & Events",65000.0000
Columbus,"Information Services",135000.0000
Columbus,Insurance,90000.0000
Columbus,IT,43680.0000
Columbus,Law,85828.5000
Columbus,"Leisure, Sport & Tourism",60000.0000
Columbus,Library,34492.0000
Columbus,"Marketing, Advertising & PR",63604.0000
Columbus,"Media & Digital",76000.0000
Columbus,Medical,45000.0000
Columbus,Nonprofits,56183.3333
Columbus,"Property or Construction",43600.0000
Columbus,"Public Health Research",60000.0000
Columbus,Recruitment,52440.0000
Columbus,Retail,106000.0000
Columbus,Sales,106000.0000
Columbus,"Social Work",73500.0000
Columbus,"Software as a Service",87500.0000
Columbus,Training,87000.0000
Columbus,"Transport or Logistics",55750.0000
Columbus,"Utilities & Telecommunications",77596.2500
Columbus,Veterinary,39000.0000
"Columbus ","Accounting, Banking & Finance",73100.0000
"Columbus ","Commercial Landscaping ",42840.0000
"Columbus ",Computing/Tech,97300.0000
"Columbus ","E-Commerce ",42000.0000
"Columbus ","Education (Higher Education)",75000.0000
"Columbus ","Engineering or Manufacturing",80750.0000
"Columbus ",fitness,54500.0000
"Columbus ","Government and Public Administration",75000.0000
"Columbus ","Health care",74500.0000
"Columbus ","Hospitality & Events",65000.0000
"Columbus ",Law,120250.0000
"Columbus ",Retail,168000.0000
"Columbus ",Sales,86000.0000
Colville,"Social Work",70000.0000
Commack,Nonprofits,36000.0000
Concord,"Accounting, Banking & Finance",124155.0000
Concord,"Business or Consulting",164000.0000
Concord,Computing/Tech,140000.0000
Concord,"Government and Public Administration",88000.0000
Concord,"Health care",108000.0000
Concord,Insurance,88000.0000
Concord,Nonprofits,70020.0000
Concord,Pharmaceutical,93500.0000
Concord,"Public Health Research",65949.0000
Concord,Sales,75000.0000
Concord,"Social Work",77000.0000
Concord,"Utilities & Telecommunications",115500.0000
"Concord ",Computing/Tech,112000.0000
"Concord ","Health care",32240.0000
"Concord ","Leisure, Sport & Tourism",71000.0000
Connecticut,"Education (Higher Education)",75000.0000
Conroe,"Education (Primary/Secondary)",87593.0000
Conroe,"Forklift Operator Warehouse",40560.0000
Conshohocken,Computing/Tech,150000.0000
Conshohocken,"Health care",91500.0000
